"STATE_NAME","RECFIN_YEAR","RECFIN_DATE","COUNTY_NUMBER","INTERVIEW_SITE","RECFIN_PORT_NAME","RECFIN_TRIP_TYPE_NAME","AGENCY_WATER_AREA_NAME","AGENCY_FISHED_AREA_NAME","RECFIN_MODE_NAME","FISHERY_MANAGEMENT_PLAN","STOCK_COMPLEX_NAME","SPECIES_GROUP_NAME","SPECIES_NAME","SCIENTIFIC_NAME","AGENCY_LENGTH","AGENCY_LENGTH_UNITS","IS_AGENCY_LENGTH_WITHIN_MAX","AGENCY_WEIGHT","AGENCY_WEIGHT_UNITS","RECFIN_LENGTH_MM","RECFIN_IMPUTED_LENGTH","RECFIN_LENGTH_TYPE","RECFIN_IMPUTED_WEIGHT_KG","RECFIN_SEX_CODE","RECFIN_SEX_NAME","IS_RETAINED","CAUGHT_BY_OBSERVED_ANGLER","SOURCE_CODE"
"CALIFORNIA",2003,"11/11/2003",111,1,"CHANNEL (VENTURA AND SANTA BARBARA COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",294,"M","T",.3536872024,"K ",294,"","",.3492,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"11/08/2003",37,202,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",288,"M","T",.3319245,"K ",288,"","",.3265,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"11/14/2003",37,15,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",291,"M","T",.3426891952,"K ",291,"","",.3377,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"11/14/2003",37,15,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",281,"M","T",.3076996214,"K ",281,"","",.3013,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"12/03/2003",37,303,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","OCEAN <= 3 MILES","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",271,"M","T",.2752063546,"K ",271,"","",.2677,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"12/03/2003",37,303,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","OCEAN <= 3 MILES","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",274,"M","T",.2846979276,"K ",274,"","",.2775,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"08/17/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",245,"M","T",.2017199641,"K ",245,"","",.1927,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"08/17/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",286,"M","T",.324876372,"K ",286,"","",.3191,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"08/17/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",303,"M","T",.3881070915,"K ",303,"","",.3853,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"08/17/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",280,"M","T",.3043395437,"K ",280,"","",.2978,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"08/17/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",273,"M","T",.2815099056,"K ",273,"","",.2742,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"07/24/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",282,"M","T",.311084662,"K ",282,"","",.3048,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"07/24/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",287,"M","T",.3283876665,"K ",287,"","",.3228,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"07/24/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",264,"M","T",.2538950608,"K ",264,"","",.2458,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"07/12/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",278,"M","T",.2976938932,"K ",278,"","",.2909,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"07/12/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",289,"M","T",.3354869685,"K ",289,"","",.3302,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"07/01/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",245,"M","T",.2017199641,"K ",245,"","",.1927,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"07/01/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",252,"M","T",.2200036098,"K ",252,"","",.2112,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"07/01/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",231,"M","T",.1682847452,"K ",231,"","",.159,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"07/30/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",247,"M","T",.2068348005,"K ",247,"","",.1978,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"07/30/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",236,"M","T",.1797578675,"K ",236,"","",.1705,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"07/30/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",256,"M","T",.2309375547,"K ",256,"","",.2223,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"07/30/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",248,"M","T",.2094247475,"K ",248,"","",.2005,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"07/30/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",302,"M","T",.3841756261,"K ",302,"","",.3811,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"07/30/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",335,"M","T",.51,"K ",335,"","",.5346,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"07/29/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",453,"M","T",1.3392868253,"K ",453,"","",1.4304,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"03/20/2003",59,111,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",286,"M","T",.324876372,"K ",286,"","",.3191,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"04/15/2003",59,111,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",28,"M","T",.0002531958,"K ",28,"","",.0002,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"04/15/2003",59,111,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",182,"M","T",.0807513687,"K ",182,"","",.0731,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"03/22/2003",59,111,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",288,"M","T",.3319245,"K ",288,"","",.3265,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"09/18/2003",,,"NOT KNOWN","NOT KNOWN","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",286,"M","T",.324876372,"K ",286,"","",.3191,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"09/24/2003",59,111,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN <= 3 MILES","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",242,"M","T",.1942089298,"K ",242,"","",.1851,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"09/24/2003",59,111,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN <= 3 MILES","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",263,"M","T",.2509446983,"K ",263,"","",.2428,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"09/29/2003",59,111,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","OCEAN <= 3 MILES","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",229,"M","T",.1638375737,"K ",229,"","",.1546,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"09/17/2003",73,20,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN <= 3 MILES","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",279,"M","T",.3010043329,"K ",279,"","",.2944,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"09/17/2003",73,20,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN <= 3 MILES","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",284,"M","T",.3179300154,"K ",284,"","",.3119,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"09/17/2003",73,20,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN <= 3 MILES","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",489,"M","T",1.6949588538,"K ",489,"","",1.8356,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"09/17/2003",73,20,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","COASTAL MIGRATORY","OCEAN <= 3 MILES","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",526,"M","T",2.1218801775,"K ",526,"","",2.3287,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"10/05/2003",73,18,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","OCEAN <= 3 MILES","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",257,"M","T",.233727236,"K ",257,"","",.2252,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"01/04/2003",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",214,"M","T",.13,"K ",214,"","",.1239,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"01/04/2003",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",209,"M","T",.12,"K ",209,"","",.1147,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"01/04/2003",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",274,"M","T",.28,"K ",274,"","",.2775,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"01/04/2003",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",254,"M","T",.2,"K ",254,"","",.2167,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"01/04/2003",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",268,"M","T",.27,"K ",268,"","",.2582,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"01/04/2003",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",225,"M","T",.19,"K ",225,"","",.1459,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"01/16/2003",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",221,"M","T",.16,"K ",221,"","",.1376,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"01/16/2003",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",284,"M","T",.3,"K ",284,"","",.3119,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"01/16/2003",59,101,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","BOTTOMFISH","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",250,"M","T",.21,"K ",250,"","",.2058,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"02/01/2003",59,111,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","HIGHLY MIGRATORY","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",178,"M","T",.0754092414,"K ",178,"","",.068,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"03/22/2003",59,111,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",276,"M","T",.2911469433,"K ",276,"","",.2842,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"03/23/2003",111,1,"CHANNEL (VENTURA AND SANTA BARBARA COUNTIES)","INSHORE","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",292,"M","T",.29,"K ",292,"","",.3415,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"04/08/2003",73,113,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",264,"M","T",.2538950608,"K ",264,"","",.2458,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"03/01/2003",111,45,"CHANNEL (VENTURA AND SANTA BARBARA COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",276,"M","T",.23,"K ",276,"","",.2842,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"04/18/2003",83,400,"CHANNEL (VENTURA AND SANTA BARBARA COUNTIES)","BOTTOMFISH","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",223,"M","T",.1509733641,"K ",223,"","",.1417,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"04/18/2003",83,400,"CHANNEL (VENTURA AND SANTA BARBARA COUNTIES)","BOTTOMFISH","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",296,"M","T",.3611501081,"K ",296,"","",.357,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"03/05/2003",73,113,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","INSHORE","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",288,"M","T",.27,"K ",288,"","",.3265,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"04/06/2003",73,113,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",285,"M","T",.3213905203,"K ",285,"","",.3155,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"04/08/2003",59,111,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",222,"M","T",.1488979461,"K ",222,"","",.1397,"","","RELEASED","","CPFV"
"CALIFORNIA",2003,"04/08/2003",59,111,"SOUTH (SAN DIEGO, ORANGE AND LOS ANGELES COUNTIES)","ANYTHING/OTHER SPECIES","NOT KNOWN","","PARTY/CHARTER BOATS","NOT MANAGED","NONE","SEA BASS","KELP BASS","PARALABRAX CLATHRATUS",292,"M","T",.3463291458,"K ",292,"","",.3415,"","","RELEASED","","CPFV"
